ensembl,symbol,description,log2FoldChange,pvalue,padj,206161_sp_3d_tg,206176_sp_3d_tg,206177_sp_3d_tg,206167_sp_3d_tg,206168_sp_3d_tg,206214_sp_3d_tg,206229_sp_3d_tg,206174_sp_3d_wt,206175_sp_3d_wt,206158_sp_3d_wt,206165_sp_3d_wt,206166_sp_3d_wt,206215_sp_3d_wt,206227_sp_3d_wt
ENSMUSG00000019578,Ubxn6,UBX domain protein 6 [Source:MGI Symbol;Acc:MGI:1913780],0.03013313,0.831953584,0.953571875,74,78,100,78,66,120,102,88,85,102,116,64,114,58
ENSMUSG00000024477,Pggt1b,"protein geranylgeranyltransferase type I, beta subunit [Source:MGI Symbol;Acc:MGI:1917514]",-0.028829797,0.831966093,0.953571875,244,207,194,243,134,272,255,270,253,243,258,224,177,176
ENSMUSG00000115074,Ndor1,NADPH dependent diflavin oxidoreductase 1 [Source:MGI Symbol;Acc:MGI:1926047],0.072602445,0.832080515,0.953604875,17,10,6,8,8,7,10,10,10,11,13,8,4,9
ENSMUSG00000029547,Ints1,integrator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1915760],-0.040549138,0.832204117,0.953604875,57,59,39,40,32,44,48,51,52,69,40,31,50,45
ENSMUSG00000053604,Rpia,ribose 5-phosphate isomerase A [Source:MGI Symbol;Acc:MGI:103254],0.034244327,0.832168398,0.953604875,249,343,343,375,242,445,414,423,320,448,449,160,424,245
ENSMUSG00000006307,Kmt2b,lysine (K)-specific methyltransferase 2B [Source:MGI Symbol;Acc:MGI:109565],0.036269308,0.832209648,0.953604875,255,146,170,166,169,170,222,135,238,240,196,177,175,144
ENSMUSG00000024036,Slc37a1,"solute carrier family 37 (glycerol-3-phosphate transporter), member 1 [Source:MGI Symbol;Acc:MGI:2446181]",-0.060934803,0.832289623,0.953634991,202,169,122,142,151,190,141,146,106,122,196,310,126,123
ENSMUSG00000062729,Ppox,protoporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104968],0.032026824,0.832419156,0.953684403,78,88,68,86,106,104,108,86,96,96,114,60,115,84
ENSMUSG00000027655,Dhx35,DEAH (Asp-Glu-Ala-His) box polypeptide 35 [Source:MGI Symbol;Acc:MGI:1918965],0.044779851,0.832490145,0.953684403,29,24,33,23,20,52,46,36,33,37,33,16,35,34
ENSMUSG00000033585,Ndn,necdin [Source:MGI Symbol;Acc:MGI:97290],0.070373769,0.832493834,0.953684403,118,30,50,14,32,60,48,47,81,64,67,25,42,28
ENSMUSG00000074796,Slc4a11,"solute carrier family 4, sodium bicarbonate transporter-like, member 11 [Source:MGI Symbol;Acc:MGI:2138987]",0.133744339,0.832661572,0.953815039,12,2,4,5,2,4,4,2,4,3,6,12,0,2
ENSMUSG00000102172,Gm37873,"predicted gene, 37873 [Source:MGI Symbol;Acc:MGI:5611101]",-0.101696932,0.832756894,0.95386271,3,5,2,6,3,11,4,3,4,7,14,3,4,3
ENSMUSG00000024340,Btnl2,butyrophilin-like 2 [Source:MGI Symbol;Acc:MGI:1859549],-0.137175733,0.832826651,0.953881095,4,101,31,77,23,61,14,67,26,52,145,5,67,23
ENSMUSG00000005951,Shpk,sedoheptulokinase [Source:MGI Symbol;Acc:MGI:1921887],0.053038023,0.832904051,0.953908231,23,39,69,51,25,53,49,38,31,55,62,28,62,34
ENSMUSG00000103548,Gm37670,"predicted gene, 37670 [Source:MGI Symbol;Acc:MGI:5610898]",0.064626966,0.833083952,0.953976432,12,12,16,9,8,9,10,9,17,9,12,9,13,7
ENSMUSG00000035000,Dpp4,dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919],0.080863546,0.833160984,0.953976432,68,481,386,352,178,442,254,320,189,294,778,82,424,162
ENSMUSG00000083079,Amy2b,amylase 2b [Source:MGI Symbol;Acc:MGI:104547],-0.453783799,0.833285872,0.953976432,15,72,0,0,0,0,0,27,59,48,0,1,0,1
ENSMUSG00000034245,Hdac11,histone deacetylase 11 [Source:MGI Symbol;Acc:MGI:2385252],-0.050849888,0.833257734,0.953976432,67,88,55,62,45,83,49,74,63,72,60,97,45,50
ENSMUSG00000020473,Aebp1,AE binding protein 1 [Source:MGI Symbol;Acc:MGI:1197012],-0.04274089,0.833178476,0.953976432,194,96,122,65,111,124,183,122,197,141,159,115,126,95
ENSMUSG00000021608,Lpcat1,lysophosphatidylcholine acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2384812],0.045918281,0.833018966,0.953976432,243,100,136,85,187,179,227,151,250,158,211,101,171,138
ENSMUSG00000008734,Gprc5b,"G protein-coupled receptor, family C, group 5, member B [Source:MGI Symbol;Acc:MGI:1927596]",-0.093088628,0.833350483,0.953988909,35,8,6,10,28,26,22,19,36,12,9,35,22,10
ENSMUSG00000030795,Fus,fused in sarcoma [Source:MGI Symbol;Acc:MGI:1353633],-0.026626918,0.833416293,0.954002758,2940,2767,2646,3513,1648,3774,3060,3152,3130,3501,3657,2719,2592,2282
ENSMUSG00000111605,4632418H02Rik,RIKEN cDNA 4632418H02 gene [Source:MGI Symbol;Acc:MGI:1925515],0.065381907,0.833583976,0.954133208,20,9,14,12,10,9,11,12,12,15,20,10,6,10
ENSMUSG00000063838,Cdc42ep5,CDC42 effector protein (Rho GTPase binding) 5 [Source:MGI Symbol;Acc:MGI:1929745],-0.047913208,0.833750605,0.954145372,66,108,103,98,48,175,60,122,87,105,131,95,86,62
ENSMUSG00000074657,Kif5a,kinesin family member 5A [Source:MGI Symbol;Acc:MGI:109564],0.068443073,0.833712867,0.954145372,128,31,78,23,83,67,61,62,102,87,75,26,58,70
ENSMUSG00000034912,Mdga2,MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:MGI Symbol;Acc:MGI:2444706],-0.129889831,0.833755767,0.954145372,14,3,6,1,0,6,6,5,17,4,1,4,5,4
ENSMUSG00000028969,Cdk5,cyclin-dependent kinase 5 [Source:MGI Symbol;Acc:MGI:101765],-0.028492036,0.834038187,0.954350113,103,98,75,108,80,108,80,91,123,107,118,87,88,75
ENSMUSG00000029436,Mmp17,matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076],0.067093394,0.834042141,0.954350113,47,10,23,10,27,25,40,24,35,34,31,13,18,26
ENSMUSG00000026304,Rab17,"RAB17, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104640]",-0.057785627,0.834965926,0.954459534,39,136,117,139,62,147,87,121,85,144,173,45,157,77
ENSMUSG00000026866,Kynu,kynureninase [Source:MGI Symbol;Acc:MGI:1918039],-0.070011193,0.834503917,0.954459534,15,13,9,9,11,14,17,22,20,12,14,1,21,8
ENSMUSG00000026826,Nr4a2,"nuclear receptor subfamily 4, group A, member 2 [Source:MGI Symbol;Acc:MGI:1352456]",0.049623908,0.834299211,0.954459534,123,73,52,56,47,87,55,46,69,67,72,75,64,80
ENSMUSG00000031304,Il2rg,"interleukin 2 receptor, gamma chain [Source:MGI Symbol;Acc:MGI:96551]",0.038348343,0.834259808,0.954459534,78,62,80,62,54,76,123,70,100,53,111,58,98,52
ENSMUSG00000047238,Mageh1,"melanoma antigen, family H, 1 [Source:MGI Symbol;Acc:MGI:1922875]",-0.076986163,0.83445683,0.954459534,136,39,69,30,23,60,72,55,83,40,53,111,63,33
ENSMUSG00000029016,Clcn6,"chloride channel, voltage-sensitive 6 [Source:MGI Symbol;Acc:MGI:1347049]",0.069581599,0.834665653,0.954459534,23,14,12,18,24,21,19,8,38,12,13,23,18,16
ENSMUSG00000030699,Tbx6,T-box 6 [Source:MGI Symbol;Acc:MGI:102539],-0.150518702,0.834554576,0.954459534,2,5,1,0,4,7,8,1,0,15,5,3,3,3
ENSMUSG00000074300,Smim31,small integral membrane protein 31 [Source:MGI Symbol;Acc:MGI:3039572],-0.057577637,0.834901723,0.954459534,131,365,293,340,188,310,206,386,203,379,437,86,269,274
ENSMUSG00000090290,Tarbp1,TAR RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:4936930],-0.042376688,0.834932775,0.954459534,27,19,24,25,13,40,30,30,28,26,35,17,28,24
ENSMUSG00000003309,Ap1m2,"adaptor protein complex AP-1, mu 2 subunit [Source:MGI Symbol;Acc:MGI:1336974]",0.039201066,0.834497299,0.954459534,96,204,174,267,146,240,187,200,163,223,230,148,195,158
ENSMUSG00000058443,Rpl10-ps3,"ribosomal protein L10, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]",0.09076446,0.83510507,0.954459534,2,4,2,7,7,13,9,9,7,7,4,3,6,6
ENSMUSG00000065862,Gm24029,"predicted gene, 24029 [Source:MGI Symbol;Acc:MGI:5453806]",0.10131572,0.834841424,0.954459534,10,6,4,2,12,8,3,6,4,12,4,6,3,8
ENSMUSG00000020827,Mink1,misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329],-0.036857478,0.835048534,0.954459534,65,46,34,75,51,61,55,59,76,63,70,41,47,56
ENSMUSG00000058357,Gm6612,predicted gene 6612 [Source:MGI Symbol;Acc:MGI:3648604],-0.081594021,0.834193483,0.954459534,9,11,12,7,2,12,6,16,10,8,12,1,8,10
ENSMUSG00000043782,Bicdl2,BICD family like cargo adaptor 2 [Source:MGI Symbol;Acc:MGI:2388267],0.074265261,0.835054506,0.954459534,17,13,23,36,5,22,12,21,18,14,20,26,12,11
ENSMUSG00000054611,Kdm2a,lysine (K)-specific demethylase 2A [Source:MGI Symbol;Acc:MGI:1354736],-0.014677139,0.834879684,0.954459534,568,571,503,562,507,693,621,591,661,579,780,438,663,506
ENSMUSG00000024892,Pcx,pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520],-0.059931936,0.834873083,0.954459534,45,63,63,75,30,50,38,83,39,33,88,50,32,64
ENSMUSG00000025220,Oga,O-GlcNAcase [Source:MGI Symbol;Acc:MGI:1932139],0.022445774,0.834724,0.954459534,582,426,448,562,462,530,502,502,536,534,607,398,532,470
ENSMUSG00000028709,Mob3c,MOB kinase activator 3C [Source:MGI Symbol;Acc:MGI:2140623],0.036735827,0.835235549,0.95449541,45,61,42,72,47,63,50,47,46,65,70,45,64,46
ENSMUSG00000092558,Med20,mediator complex subunit 20 [Source:MGI Symbol;Acc:MGI:1929648],-0.026879923,0.835243943,0.95449541,108,112,137,115,84,158,144,136,146,142,180,86,150,73
ENSMUSG00000078700,D030028A08Rik,RIKEN cDNA D030028A08 gene [Source:MGI Symbol;Acc:MGI:2441931],-0.029925163,0.83531162,0.954511335,112,72,84,87,76,106,120,84,134,118,112,88,88,68
ENSMUSG00000087366,Junos,"jun proto-oncogene, opposite strand [Source:MGI Symbol;Acc:MGI:2652837]",-0.122198793,0.835542565,0.954540685,6,1,3,3,5,8,1,1,4,8,8,4,6,0
ENSMUSG00000030629,Zfand6,"zinc finger, AN1-type domain 6 [Source:MGI Symbol;Acc:MGI:1929510]",-0.022412804,0.835464925,0.954540685,555,735,596,738,632,905,713,835,704,745,926,490,802,634
ENSMUSG00000030876,Mettl9,methyltransferase like 9 [Source:MGI Symbol;Acc:MGI:1914862],0.037415906,0.835658193,0.954540685,81,145,102,149,68,143,120,144,98,136,122,102,111,88
ENSMUSG00000069662,Marcks,myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907],-0.029442665,0.835659766,0.954540685,843,1010,790,816,651,1545,1290,1119,1368,981,1339,598,1309,634
ENSMUSG00000087687,Pet100,PET100 homolog [Source:MGI Symbol;Acc:MGI:3615306],0.04226171,0.83549155,0.954540685,184,148,152,192,60,197,158,126,127,192,204,153,174,96
ENSMUSG00000031788,Kifc3,kinesin family member C3 [Source:MGI Symbol;Acc:MGI:109202],0.047935276,0.835619783,0.954540685,54,58,94,70,41,92,65,74,45,72,142,44,65,42
ENSMUSG00000086825,Gm15675,predicted gene 15675 [Source:MGI Symbol;Acc:MGI:3783117],-0.084391477,0.835805723,0.954605359,5,4,7,12,20,13,20,11,11,10,22,5,11,20
ENSMUSG00000111748,Gm34885,"predicted gene, 34885 [Source:MGI Symbol;Acc:MGI:5594044]",-0.146858014,0.835823881,0.954605359,7,1,0,0,10,7,4,2,6,5,2,1,8,9
ENSMUSG00000026163,Sphkap,"SPHK1 interactor, AKAP domain containing [Source:MGI Symbol;Acc:MGI:1924879]",0.068060376,0.836393874,0.954728996,20,13,11,8,11,5,16,12,15,17,14,4,14,9
ENSMUSG00000027646,Src,Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397],0.053897483,0.83610945,0.954728996,74,134,162,171,76,165,71,121,95,103,176,146,122,76
ENSMUSG00000030782,Tgfb1i1,transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784],0.049135733,0.836225018,0.954728996,423,129,234,153,223,208,318,232,421,258,298,156,191,173
ENSMUSG00000112820,Gm48298,"predicted gene, 48298 [Source:MGI Symbol;Acc:MGI:6097740]",0.117932796,0.8362674,0.954728996,3,8,3,6,13,1,6,1,15,4,9,2,7,4
ENSMUSG00000031601,Cnot7,"CCR4-NOT transcription complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1298230]",0.031719133,0.836326886,0.954728996,92,172,136,161,142,208,195,160,148,175,227,104,180,131
ENSMUSG00000110556,Gm45762,predicted gene 45762 [Source:MGI Symbol;Acc:MGI:5804877],0.044768806,0.836210602,0.954728996,105,55,51,84,52,51,70,71,103,78,71,54,43,53
ENSMUSG00000096263,Snord14c,"small nucleolar RNA, C/D box 14C [Source:MGI Symbol;Acc:MGI:97971]",0.110841366,0.836400085,0.954728996,9,6,2,2,5,6,3,4,1,9,2,2,7,6
ENSMUSG00000025582,Nptx1,neuronal pentraxin 1 [Source:MGI Symbol;Acc:MGI:107811],0.095633676,0.836415921,0.954728996,14,4,9,2,12,17,8,5,12,10,16,0,14,9
ENSMUSG00000103898,Gm30238,"predicted gene, 30238 [Source:MGI Symbol;Acc:MGI:5589397]",-0.093905949,0.836399568,0.954728996,5,8,6,3,4,8,9,4,16,5,2,7,10,3
ENSMUSG00000028850,Gpatch3,G patch domain containing 3 [Source:MGI Symbol;Acc:MGI:2442492],0.05885427,0.836621597,0.954851386,11,10,13,16,16,15,10,10,11,13,20,11,13,13
ENSMUSG00000057969,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:MGI Symbol;Acc:MGI:107561]",0.067623079,0.836630666,0.954851386,72,74,93,110,19,92,50,68,41,69,91,109,57,43
ENSMUSG00000030972,Acsm5,acyl-CoA synthetase medium-chain family member 5 [Source:MGI Symbol;Acc:MGI:2444086],-0.123735488,0.836709745,0.954880279,0,10,11,15,6,7,5,15,2,7,17,0,13,10
ENSMUSG00000046807,Lrrc75b,leucine rich repeat containing 75B [Source:MGI Symbol;Acc:MGI:2143657],0.081414264,0.836857969,0.954988074,34,27,10,13,15,16,10,28,29,17,21,17,3,9
ENSMUSG00000042589,Cux2,cut-like homeobox 2 [Source:MGI Symbol;Acc:MGI:107321],0.045811238,0.836934725,0.955014304,113,49,40,51,47,51,73,50,90,66,86,45,55,39
ENSMUSG00000085485,Gm14024,predicted gene 14024 [Source:MGI Symbol;Acc:MGI:3649704],-0.099017465,0.837241382,0.95511928,3,13,8,4,1,14,12,7,6,17,12,2,14,3
ENSMUSG00000035969,Rusc2,RUN and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:2140371],-0.070452818,0.837349379,0.95511928,12,22,4,18,36,22,24,25,30,16,25,14,31,14
ENSMUSG00000038646,Ramac,RNA guanine-7 methyltransferase activating subunit [Source:MGI Symbol;Acc:MGI:1914398],0.086843904,0.837189124,0.95511928,5,6,3,3,5,10,6,4,6,5,7,3,9,3
ENSMUSG00000025355,Mmp19,matrix metallopeptidase 19 [Source:MGI Symbol;Acc:MGI:1927899],0.072802463,0.837312211,0.95511928,101,19,50,24,36,85,98,36,100,22,72,51,60,52
ENSMUSG00000038005,Hpf1,histone PARylation factor 1 [Source:MGI Symbol;Acc:MGI:1919862],0.036162896,0.837325183,0.95511928,93,131,95,121,134,199,161,168,175,137,187,65,153,79
ENSMUSG00000113662,Gm35558,"predicted gene, 35558 [Source:MGI Symbol;Acc:MGI:5594717]",-0.096944832,0.837295134,0.95511928,4,3,5,3,16,8,4,8,8,12,8,2,6,6
ENSMUSG00000087405,Gm14232,predicted gene 14232 [Source:MGI Symbol;Acc:MGI:3701956],0.05148386,0.837556419,0.955187117,34,14,21,17,29,26,30,18,26,28,22,26,29,20
ENSMUSG00000028268,Gbp3,guanylate binding protein 3 [Source:MGI Symbol;Acc:MGI:1926263],0.052809198,0.837487819,0.955187117,172,58,88,47,83,135,131,112,140,102,115,38,145,70
ENSMUSG00000034042,Gpbp1l1,GC-rich promoter binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1924360],0.025009083,0.837731531,0.955187117,247,279,172,256,240,279,242,256,278,290,293,171,234,230
ENSMUSG00000106205,C230096K16Rik,RIKEN cDNA C230096K16 gene [Source:MGI Symbol;Acc:MGI:3041194],0.037998675,0.837612212,0.955187117,99,104,130,149,85,98,121,119,113,134,145,120,85,76
ENSMUSG00000021144,Mta1,metastasis associated 1 [Source:MGI Symbol;Acc:MGI:2150037],0.032909488,0.837730753,0.955187117,116,158,110,144,73,209,162,154,150,114,144,133,143,113
ENSMUSG00000118295,Gm8437,predicted gene 8437 [Source:MGI Symbol;Acc:MGI:3642987],-0.099096299,0.837677627,0.955187117,16,13,4,14,3,9,7,4,12,8,9,24,6,5
ENSMUSG00000027525,Phactr3,phosphatase and actin regulator 3 [Source:MGI Symbol;Acc:MGI:1921439],-0.116267874,0.837884095,0.955278478,12,3,1,1,5,3,6,2,2,3,9,6,6,6
ENSMUSG00000030125,Lrrc23,leucine rich repeat containing 23 [Source:MGI Symbol;Acc:MGI:1315192],0.083710257,0.837981613,0.955278478,16,6,5,1,7,15,9,8,13,4,11,5,8,8
ENSMUSG00000107761,2010008C14Rik,RIKEN cDNA 2010008C14 gene [Source:MGI Symbol;Acc:MGI:1917109],-0.073805759,0.838080583,0.955278478,8,35,44,27,21,37,15,49,13,32,52,20,26,17
ENSMUSG00000052926,Rnaseh2a,"ribonuclease H2, large subunit [Source:MGI Symbol;Acc:MGI:1916974]",0.037104787,0.838048075,0.955278478,45,57,44,58,40,79,56,57,46,58,52,61,56,42
ENSMUSG00000025893,Kbtbd3,kelch repeat and BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:1916399],-0.04809879,0.838007938,0.955278478,31,29,16,19,13,21,30,28,33,30,21,20,20,17
ENSMUSG00000060708,Bloc1s4,"biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino [Source:MGI Symbol;Acc:MGI:1929230]",-0.034632803,0.838304047,0.955373858,50,67,79,87,51,110,80,74,93,87,102,52,106,45
ENSMUSG00000035545,Leng8,leukocyte receptor cluster (LRC) member 8 [Source:MGI Symbol;Acc:MGI:2142195],0.03083203,0.838404431,0.955373858,86,52,54,58,62,69,66,74,70,73,80,52,61,45
ENSMUSG00000032393,Dpp8,dipeptidylpeptidase 8 [Source:MGI Symbol;Acc:MGI:1921638],-0.021717215,0.838433215,0.955373858,347,264,260,304,322,344,380,322,394,350,412,255,319,290
ENSMUSG00000036775,Decr2,"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1347059]",0.045281964,0.838314554,0.955373858,108,250,200,256,120,312,163,258,152,176,285,116,237,183
ENSMUSG00000024941,Scyl1,SCY1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1931787],0.037253624,0.838424984,0.955373858,216,110,155,119,128,134,152,134,176,141,186,152,155,83
ENSMUSG00000039137,Whrn,whirlin [Source:MGI Symbol;Acc:MGI:2682003],0.045106749,0.838674192,0.955403266,64,41,44,22,42,47,55,41,38,48,53,51,41,38
ENSMUSG00000071553,Cpa2,"carboxypeptidase A2, pancreatic [Source:MGI Symbol;Acc:MGI:3617840]",0.354379037,0.838664766,0.955403266,77,3440,4,4,1,4,1,224,1830,1104,4,43,0,19
ENSMUSG00000040653,Ppp1r14c,"protein phosphatase 1, regulatory inhibitor subunit 14C [Source:MGI Symbol;Acc:MGI:1923392]",0.088603821,0.838610923,0.955403266,7,3,6,12,2,12,3,7,11,6,7,3,7,3
ENSMUSG00000041632,Mrps27,mitochondrial ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1919064],0.048079365,0.838556479,0.955403266,36,60,37,80,25,68,52,42,53,77,42,41,50,45
ENSMUSG00000036641,Ccdc148,coiled-coil domain containing 148 [Source:MGI Symbol;Acc:MGI:3039583],-0.08984179,0.838769732,0.955423253,16,2,10,4,6,10,7,4,13,14,12,1,10,8
ENSMUSG00000029916,Agk,acylglycerol kinase [Source:MGI Symbol;Acc:MGI:1917173],-0.039693229,0.838853117,0.955423253,85,40,57,59,51,59,87,57,101,58,75,65,55,52
ENSMUSG00000102874,Gm37137,"predicted gene, 37137 [Source:MGI Symbol;Acc:MGI:5610365]",0.056242035,0.838819774,0.955423253,20,24,19,29,24,22,32,19,32,51,27,13,16,15
ENSMUSG00000027004,Frzb,frizzled-related protein [Source:MGI Symbol;Acc:MGI:892032],0.064865193,0.83899831,0.955527347,22,15,20,18,7,13,24,30,25,13,15,13,7,14
ENSMUSG00000006356,Crip2,cysteine rich protein 2 [Source:MGI Symbol;Acc:MGI:1915587],-0.058780963,0.839053168,0.955528553,411,142,190,127,182,241,308,191,325,177,215,371,216,144
ENSMUSG00000054630,Ugt2b5,"UDP glucuronosyltransferase 2 family, polypeptide B5 [Source:MGI Symbol;Acc:MGI:98900]",-0.072780607,0.839273994,0.955657482,27,166,56,139,46,63,54,129,74,121,86,34,106,67
ENSMUSG00000099708,Gm29361,predicted gene 29361 [Source:MGI Symbol;Acc:MGI:5580067],0.076201001,0.839266088,0.955657482,12,12,2,10,9,14,10,18,8,9,18,4,8,4
ENSMUSG00000113949,Scamp4,secretory carrier membrane protein 4 [Source:MGI Symbol;Acc:MGI:1928947],-0.028068735,0.83933178,0.955662013,119,164,106,154,128,189,147,194,159,172,162,124,134,112
ENSMUSG00000007987,Ift22,intraflagellar transport 22 [Source:MGI Symbol;Acc:MGI:1914536],-0.044496555,0.839412823,0.955693022,57,52,43,38,34,41,28,44,47,47,77,43,35,25
ENSMUSG00000104886,Gm43000,predicted gene 43000 [Source:MGI Symbol;Acc:MGI:5663137],0.122427752,0.839553268,0.955711133,12,1,3,1,2,7,10,5,8,1,2,3,4,9
ENSMUSG00000042628,Zfyve1,"zinc finger, FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:3026685]",0.05769555,0.839590158,0.955711133,21,22,40,43,22,46,30,40,19,17,65,24,33,26
ENSMUSG00000096370,Gm21992,predicted gene 21992 [Source:MGI Symbol;Acc:MGI:5439461],0.033102317,0.839542096,0.955711133,154,122,119,166,76,133,151,106,156,139,152,140,130,94
ENSMUSG00000107436,Gm44416,"predicted gene, 44416 [Source:MGI Symbol;Acc:MGI:5690808]",-0.095043099,0.83975674,0.955839494,8,6,9,3,6,4,6,10,18,6,4,5,3,2
ENSMUSG00000117421,Gm41639,"predicted gene, 41639 [Source:MGI Symbol;Acc:MGI:5624524]",0.100017188,0.83986032,0.955896133,15,6,2,4,16,16,5,7,26,9,8,3,8,4
ENSMUSG00000041684,Bivm,"basic, immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]",-0.041462315,0.839915189,0.955897326,52,38,36,34,22,54,35,59,35,41,45,40,40,24
ENSMUSG00000117959,D330050I16Rik,RIKEN cDNA D330050I16 gene [Source:MGI Symbol;Acc:MGI:3041222],0.064044141,0.840010409,0.95594444,30,20,10,14,19,8,18,12,17,27,24,13,13,14
ENSMUSG00000106933,Gm43621,predicted gene 43621 [Source:MGI Symbol;Acc:MGI:5663758],0.048118852,0.84009014,0.955973922,132,42,96,53,68,88,116,67,144,98,115,51,85,50
ENSMUSG00000046058,Eid2,EP300 interacting inhibitor of differentiation 2 [Source:MGI Symbol;Acc:MGI:2681174],-0.044755268,0.840331498,0.956064809,44,20,32,18,22,29,39,31,37,23,46,26,31,24
ENSMUSG00000005949,Ctns,"cystinosis, nephropathic [Source:MGI Symbol;Acc:MGI:1932872]",-0.026125615,0.84032059,0.956064809,100,109,102,142,105,139,130,117,133,127,151,115,141,86
ENSMUSG00000054404,Slfn5,schlafen 5 [Source:MGI Symbol;Acc:MGI:1329004],-0.052664333,0.840281421,0.956064809,575,185,263,140,226,447,482,273,597,297,362,278,412,230
ENSMUSG00000055976,Cldn23,claudin 23 [Source:MGI Symbol;Acc:MGI:1919158],0.072276552,0.840700593,0.956423471,11,43,18,51,14,34,26,46,10,28,28,23,35,20
ENSMUSG00000087269,D330023K18Rik,RIKEN cDNA D330023K18 gene [Source:MGI Symbol;Acc:MGI:2445152],-0.074005205,0.840809138,0.956463566,29,32,39,26,5,26,23,19,17,24,72,29,26,12
ENSMUSG00000034390,Cmip,c-Maf inducing protein [Source:MGI Symbol;Acc:MGI:1921690],0.024812814,0.84084354,0.956463566,465,421,473,464,240,493,403,446,436,508,514,344,412,330
ENSMUSG00000041245,Wnk3,WNK lysine deficient protein kinase 3 [Source:MGI Symbol;Acc:MGI:2652875],-0.062675511,0.841050885,0.956552493,28,19,11,6,20,28,14,17,22,18,20,26,18,12
ENSMUSG00000036095,Dgkb,"diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]",0.060637793,0.841041615,0.956552493,81,19,51,26,54,51,53,31,95,42,68,22,50,38
ENSMUSG00000024300,Myo1f,myosin IF [Source:MGI Symbol;Acc:MGI:107711],0.06497377,0.841083288,0.956552493,40,32,28,9,12,22,18,15,41,23,29,10,32,14
ENSMUSG00000050967,Creg2,cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333],0.096710366,0.84147755,0.956552712,15,13,7,5,1,7,5,15,14,4,5,3,8,3
ENSMUSG00000009907,Vps4b,vacuolar protein sorting 4B [Source:MGI Symbol;Acc:MGI:1100499],0.020519878,0.841767248,0.956552712,367,464,449,523,402,626,552,534,548,529,646,312,566,351
ENSMUSG00000031012,Cask,calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:MGI Symbol;Acc:MGI:1309489],0.019159604,0.841348597,0.956552712,311,414,313,410,288,522,436,405,428,385,471,285,430,327
ENSMUSG00000029672,Fam3c,"family with sequence similarity 3, member C [Source:MGI Symbol;Acc:MGI:107892]",-0.048265543,0.841819258,0.956552712,113,218,224,316,98,296,186,206,165,228,398,140,280,151
ENSMUSG00000004270,Lpcat3,lysophosphatidylcholine acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1315211],-0.044718521,0.841707603,0.956552712,194,460,416,486,272,538,354,518,294,482,610,192,498,350
ENSMUSG00000107796,Gm44068,"predicted gene, 44068 [Source:MGI Symbol;Acc:MGI:5690460]",-0.077812543,0.841427255,0.956552712,24,5,22,5,14,17,10,9,24,12,13,21,13,12
ENSMUSG00000030842,Lamtor1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]",-0.025663207,0.841304639,0.956552712,406,552,676,532,362,714,626,592,611,595,770,484,553,444
ENSMUSG00000034902,Pip5k1c,"phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma [Source:MGI Symbol;Acc:MGI:1298224]",-0.033176653,0.841848474,0.956552712,159,130,95,92,130,186,136,139,209,119,193,71,138,127
ENSMUSG00000058396,Gpr182,G protein-coupled receptor 182 [Source:MGI Symbol;Acc:MGI:109545],-0.070081949,0.841783339,0.956552712,38,6,16,12,20,24,32,23,27,7,30,22,24,24
